Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
1980,IN,Total Electric Industry,"19,262,000","10,423,000","30,730,000",NA,0,"60,415,000"
1980,KS,Total Electric Industry,"7,189,000","6,806,000","7,845,000",NA,0,"21,840,000"
1980,KY,Total Electric Industry,"13,075,000","8,432,000","28,280,000",NA,0,"49,787,000"
1980,LA,Total Electric Industry,"16,832,000","12,808,794","23,233,000",NA,0,"52,877,000"
1980,MA,Total Electric Industry,"11,571,000","13,046,914","8,486,000",NA,0,"33,271,000"
1980,MD,Total Electric Industry,"12,119,000","9,387,458","13,057,000",NA,0,"34,586,000"
1980,ME,Total Electric Industry,"2,998,000","1,717,000","3,470,000",NA,0,"8,185,000"
1980,MI,Total Electric Industry,"22,260,000","16,765,000","30,656,000",NA,0,"69,681,000"
1980,MN,Total Electric Industry,"11,749,000","5,724,000","15,525,000",NA,0,"32,998,000"
1980,MO,Total Electric Industry,"18,648,000","12,986,000","11,018,000",NA,0,"42,652,000"
1980,MS,Total Electric Industry,"9,964,000","5,110,000","8,184,000",NA,0,"23,258,000"
1980,MT,Total Electric Industry,"2,916,000","2,094,000","5,815,000",NA,0,"10,825,000"
1980,NC,Total Electric Industry,"24,377,000","14,258,000","25,254,000",NA,0,"63,889,000"
1980,ND,Total Electric Industry,"2,456,000","1,145,000","1,576,000",NA,0,"5,177,000"
1980,NE,Total Electric Industry,"5,521,000","4,068,000","4,155,000",NA,0,"13,744,000"
1980,NH,Total Electric Industry,"2,478,000","1,110,000","2,406,000",NA,0,"5,994,000"
1980,NJ,Total Electric Industry,"16,329,000","16,877,952","16,345,000",NA,0,"49,585,000"
1980,NM,Total Electric Industry,"2,453,000","3,380,000","2,945,000",NA,0,"8,778,000"
1980,NV,Total Electric Industry,"3,697,000","1,775,000","4,936,000",NA,0,"10,408,000"
1980,NY,Total Electric Industry,"30,583,000","40,471,046","32,110,000",NA,0,"105,310,000"
1980,OH,Total Electric Industry,"33,459,000","23,323,443","55,283,000",NA,0,"112,111,000"
1980,OK,Total Electric Industry,"12,309,000","9,005,000","9,795,000",NA,0,"31,109,000"
1980,OR,Total Electric Industry,"13,545,000","10,456,000","13,847,000",NA,0,"37,848,000"
1980,PA,Total Electric Industry,"31,767,000","21,746,348","46,045,000",NA,0,"99,744,000"
1980,RI,Total Electric Industry,"1,840,000","1,892,000","1,399,000",NA,0,"5,131,000"
1980,SC,Total Electric Industry,"12,580,000","8,705,000","15,979,000",NA,0,"37,264,000"
1980,SD,Total Electric Industry,"2,623,000","1,139,000","1,322,000",NA,0,"5,084,000"
1980,TN,Total Electric Industry,"26,207,000","14,215,850","32,968,000",NA,0,"73,391,000"
1980,TX,Total Electric Industry,"57,178,000","44,062,000","78,190,000",NA,0,"179,430,000"
1980,UT,Total Electric Industry,"3,116,000","3,141,000","4,448,000",NA,0,"10,705,000"
1980,VA,Total Electric Industry,"19,731,000","16,968,798","11,637,000",NA,0,"48,369,000"
1980,VT,Total Electric Industry,"1,781,000","923,000","1,247,000",NA,0,"3,951,000"
1980,WA,Total Electric Industry,"24,445,000","13,845,083","31,366,000",NA,0,"69,658,000"
1980,WI,Total Electric Industry,"13,597,000","10,019,000","13,290,000",NA,0,"36,906,000"
1980,WV,Total Electric Industry,"6,606,000","3,658,000","10,567,000",NA,0,"20,831,000"
1980,WY,Total Electric Industry,"1,410,000","1,138,000","4,621,000",NA,0,"7,169,000"
1980,US,Total Electric Industry,"717,493,000","558,644,002","815,066,000",NA,0,"2,094,447,000"
1979,AK,Total Electric Industry,"1,067,000","981,000","436,000",NA,0,"2,484,000"
1979,AL,Total Electric Industry,"15,029,000","6,752,000","28,439,000",NA,0,"50,220,000"
1979,AR,Total Electric Industry,"8,862,000","5,001,000","10,854,000",NA,0,"24,717,000"
1979,AZ,Total Electric Industry,"9,304,000","8,683,000","8,065,000",NA,0,"26,052,000"
1979,CA,Total Electric Industry,"52,421,000","62,834,959","54,108,000",NA,0,"169,590,000"
1979,CO,Total Electric Industry,"6,415,000","6,867,000","6,871,000",NA,0,"20,153,000"
1979,CT,Total Electric Industry,"8,175,000","6,885,000","6,044,000",NA,0,"21,104,000"
1979,DC,Total Electric Industry,"986,000","2,332,041","3,196,000",NA,0,"6,602,000"
1979,DE,Total Electric Industry,"1,816,000","1,492,000","2,597,000",NA,0,"5,905,000"
1979,FL,Total Electric Industry,"42,218,000","26,384,000","18,019,000",NA,0,"86,621,000"
1979,GA,Total Electric Industry,"18,367,000","11,342,000","19,107,000",NA,0,"48,818,000"
1979,HI,Total Electric Industry,"1,846,000","1,413,000","2,940,000",NA,0,"6,199,000"
1979,IA,Total Electric Industry,"9,701,000","5,852,000","8,855,000",NA,0,"24,408,000"
1979,ID,Total Electric Industry,"5,048,000","4,337,000","4,603,000",NA,0,"13,988,000"
1979,IL,Total Electric Industry,"29,288,000","32,252,695","36,003,000",NA,0,"97,846,000"
1979,IN,Total Electric Industry,"18,316,000","10,163,000","33,153,000",NA,0,"61,632,000"
1979,KS,Total Electric Industry,"6,290,000","6,467,000","7,778,000",NA,0,"20,535,000"
1979,KY,Total Electric Industry,"11,974,000","7,954,000","30,500,000",NA,0,"50,428,000"
1979,LA,Total Electric Industry,"15,504,000","12,324,794","22,536,000",NA,0,"50,368,000"
1979,MA,Total Electric Industry,"11,422,000","12,963,000","8,443,000",NA,0,"32,941,000"
1979,MD,Total Electric Industry,"11,206,000","9,156,065","13,103,000",NA,0,"33,478,000"
1979,ME,Total Electric Industry,"3,016,000","1,721,000","3,335,000",NA,0,"8,072,000"
1979,MI,Total Electric Industry,"22,042,000","16,672,000","35,203,000",NA,0,"73,917,000"
1979,MN,Total Electric Industry,"11,511,000","5,573,000","16,169,000",NA,0,"33,253,000"
1979,MO,Total Electric Industry,"16,369,000","12,479,000","11,622,000",NA,0,"40,470,000"
1979,MS,Total Electric Industry,"9,103,000","4,850,000","8,221,000",NA,0,"22,174,000"
1979,MT,Total Electric Industry,"2,957,000","2,061,000","6,111,000",NA,0,"11,129,000"
1979,NC,Total Electric Industry,"22,614,000","13,655,000","25,229,000",NA,0,"61,498,000"
1979,ND,Total Electric Industry,"2,516,000","1,146,000","1,572,000",NA,0,"5,234,000"
1979,NE,Total Electric Industry,"5,263,000","4,014,000","4,079,000",NA,0,"13,356,000"
1979,NH,Total Electric Industry,"2,464,000","1,075,000","2,427,000",NA,0,"5,966,000"
1979,NJ,Total Electric Industry,"15,797,000","16,141,784","16,579,000",NA,0,"48,551,000"
1979,NM,Total Electric Industry,"2,397,000","3,263,000","2,922,000",NA,0,"8,582,000"
1979,NV,Total Electric Industry,"3,767,000","2,183,000","4,390,000",NA,0,"10,340,000"
1979,NY,Total Electric Industry,"30,204,000","39,870,959","32,894,000",NA,0,"104,893,000"
1979,OH,Total Electric Industry,"31,899,000","22,406,238","67,164,000",NA,0,"121,514,000"
1979,OK,Total Electric Industry,"10,635,000","8,335,000","9,835,000",NA,0,"28,805,000"
1979,OR,Total Electric Industry,"13,749,000","10,514,000","14,010,000",NA,0,"38,273,000"
1979,PA,Total Electric Industry,"31,410,000","21,042,381","47,943,000",NA,0,"100,581,000"
1979,RI,Total Electric Industry,"1,809,000","1,875,000","1,387,000",NA,0,"5,071,000"
1979,SC,Total Electric Industry,"11,419,000","8,279,000","15,986,000",NA,0,"35,684,000"
1979,SD,Total Electric Industry,"2,656,000","1,140,000","1,271,000",NA,0,"5,067,000"
1979,TN,Total Electric Industry,"25,103,000","13,938,860","34,088,000",NA,0,"73,130,000"
1979,TX,Total Electric Industry,"50,383,000","40,934,000","76,419,000",NA,0,"167,736,000"
1979,UT,Total Electric Industry,"3,209,000","3,106,000","4,100,000",NA,0,"10,415,000"
1979,VA,Total Electric Industry,"18,717,000","16,340,543","11,678,000",NA,0,"46,764,000"
1979,VT,Total Electric Industry,"1,698,000","885,000","1,168,000",NA,0,"3,751,000"
1979,WA,Total Electric Industry,"24,006,000","12,936,450","31,607,000",NA,0,"68,551,000"
1979,WI,Total Electric Industry,"13,285,000","10,013,000","13,494,000",NA,0,"36,792,000"
1979,WV,Total Electric Industry,"6,248,000","3,460,000","11,017,000",NA,0,"20,725,000"
1979,WY,Total Electric Industry,"1,318,000","1,065,000","4,333,000",NA,0,"6,716,000"
1979,US,Total Electric Industry,"682,819,000","543,411,769","841,903,000",NA,0,"2,071,099,000"
1978,AK,Total Electric Industry,"1,110,000","852,000","619,000",NA,0,"2,581,000"
1978,AL,Total Electric Industry,"15,739,000","6,833,000","26,958,000",NA,0,"49,530,000"
1978,AR,Total Electric Industry,"9,322,000","5,058,000","9,614,000",NA,0,"23,994,000"
1978,AZ,Total Electric Industry,"8,392,000","8,208,000","7,428,000",NA,0,"24,028,000"
1978,CA,Total Electric Industry,"49,321,000","61,291,065","51,812,000",NA,0,"162,647,000"
1978,CO,Total Electric Industry,"5,948,000","6,454,000","6,506,000",NA,0,"18,908,000"
1978,CT,Total Electric Industry,"8,079,000","6,717,000","5,785,000",NA,0,"20,581,000"
1978,DC,Total Electric Industry,"975,178","2,377,824","3,087,407",NA,0,"6,484,355"
1978,DE,Total Electric Industry,"1,821,000","1,435,000","2,423,000",NA,0,"5,679,000"
1978,FL,Total Electric Industry,"41,847,000","25,590,000","17,273,000",NA,0,"84,710,000"
1978,GA,Total Electric Industry,"19,218,000","11,416,000","18,520,000",NA,0,"49,154,000"
1978,HI,Total Electric Industry,"1,779,000","1,344,000","2,835,000",NA,0,"5,958,000"
1978,IA,Total Electric Industry,"9,634,000","5,717,000","8,603,000",NA,0,"23,954,000"
1978,ID,Total Electric Industry,"4,502,000","3,776,000","4,683,000",NA,0,"12,961,000"
1978,IL,Total Electric Industry,"29,096,000","32,253,695","35,802,000",NA,0,"97,454,000"
1978,IN,Total Electric Industry,"18,262,000","9,555,000","31,988,000",NA,0,"59,805,000"
1978,KS,Total Electric Industry,"6,571,000","6,499,000","7,418,000",NA,0,"20,488,000"
1978,KY,Total Electric Industry,"12,027,000","7,702,000","29,528,000",NA,0,"49,257,000"
1978,LA,Total Electric Industry,"15,448,000","12,077,798","20,753,000",NA,0,"48,282,000"
1978,MA,Total Electric Industry,"11,242,000","12,682,000","8,235,000",NA,0,"32,272,000"
1978,MD,Total Electric Industry,"11,168,354","9,041,834","12,233,863",NA,0,"32,450,329"
1978,ME,Total Electric Industry,"2,996,000","1,817,000","3,164,000",NA,0,"7,977,000"
1978,MI,Total Electric Industry,"21,858,000","16,037,000","35,609,000",NA,0,"73,504,000"
1978,MN,Total Electric Industry,"11,315,000","5,362,000","14,784,000",NA,0,"31,461,000"
1978,MO,Total Electric Industry,"16,108,000","11,962,000","11,382,000",NA,0,"39,452,000"
1978,MS,Total Electric Industry,"9,362,000","4,771,000","8,154,000",NA,0,"22,287,000"
1978,MT,Total Electric Industry,"2,754,000","1,926,000","6,106,000",NA,0,"10,786,000"
1978,NC,Total Electric Industry,"22,648,000","13,631,000","24,075,000",NA,0,"60,354,000"
1978,ND,Total Electric Industry,"2,399,000","1,118,000","1,418,000",NA,0,"4,935,000"
1978,NE,Total Electric Industry,"5,347,000","3,964,000","3,784,000",NA,0,"13,095,000"
1978,NH,Total Electric Industry,"2,421,000","1,038,000","2,317,000",NA,0,"5,776,000"
1978,NJ,Total Electric Industry,"15,691,000","15,853,348","16,365,000",NA,0,"47,945,000"
1978,NM,Total Electric Industry,"2,249,000","3,156,000","2,645,000",NA,0,"8,050,000"
1978,NV,Total Electric Industry,"3,369,000","2,911,000","2,616,000",NA,0,"8,896,000"
1978,NY,Total Electric Industry,"29,942,000","39,429,564","32,057,000",NA,0,"103,388,000"
1978,OH,Total Electric Industry,"31,466,000","21,550,802","66,195,000",NA,0,"119,257,000"
1978,OK,Total Electric Industry,"11,053,000","8,174,000","9,316,000",NA,0,"28,543,000"
1978,OR,Total Electric Industry,"12,779,000","9,602,000","13,623,000",NA,0,"36,004,000"
1978,PA,Total Electric Industry,"30,767,000","20,655,529","45,949,000",NA,0,"97,564,000"
1978,RI,Total Electric Industry,"1,803,000","1,802,000","1,348,000",NA,0,"4,953,000"
1978,SC,Total Electric Industry,"11,714,000","8,511,000","15,419,000",NA,0,"35,644,000"
1978,SD,Total Electric Industry,"2,493,000","1,133,000","1,126,000",NA,0,"4,752,000"
1978,TN,Total Electric Industry,"25,980,000","13,625,900","32,772,000",NA,0,"72,378,000"
1978,TX,Total Electric Industry,"51,105,000","40,482,000","72,234,000",NA,0,"163,821,000"
1978,UT,Total Electric Industry,"2,900,000","2,990,000","3,858,000",NA,0,"9,748,000"
1978,VA,Total Electric Industry,"18,669,000","16,211,444","11,010,000",NA,0,"45,903,000"
1978,VT,Total Electric Industry,"1,529,000","809,000","1,114,000",NA,0,"3,452,000"
1978,WA,Total Electric Industry,"21,920,000","12,071,450","31,347,000",NA,0,"65,340,000"
1978,WI,Total Electric Industry,"13,046,000","9,663,000","13,107,000",NA,0,"35,816,000"
1978,WV,Total Electric Industry,"6,114,000","3,322,000","10,077,000",NA,0,"19,513,000"
1978,WY,Total Electric Industry,"1,167,000","980,000","4,003,000",NA,0,"6,150,000"
1978,US,Total Electric Industry,"674,465,532","531,439,253","809,078,270",NA,0,"2,017,921,684"
1977,AK,Total Electric Industry,"1,071,189","816,057","590,440",NA,0,"2,477,686"
1977,AL,Total Electric Industry,"15,246,796","6,682,828","25,715,360",NA,0,"47,644,984"
1977,AR,Total Electric Industry,"8,816,121","4,839,389","9,341,294",NA,0,"22,996,804"
1977,AZ,Total Electric Industry,"7,854,772","8,204,994","7,255,227",NA,0,"23,314,993"
1977,CA,Total Electric Industry,"46,555,394","60,824,075","51,184,739",NA,0,"158,800,318"
1977,CO,Total Electric Industry,"5,527,098","6,063,531","6,245,176",NA,0,"17,835,805"
1977,CT,Total Electric Industry,"7,959,571","6,506,185","5,525,195",NA,0,"19,990,951"
1977,DC,Total Electric Industry,"954,973","2,232,304","3,053,758",NA,0,"6,262,755"
1977,DE,Total Electric Industry,"1,790,088","1,412,589","2,273,837",NA,0,"5,476,514"
1977,FL,Total Electric Industry,"38,954,935","24,741,819","15,660,495",NA,0,"79,357,249"
1977,GA,Total Electric Industry,"18,609,992","13,063,411","15,733,585",NA,0,"47,406,988"
1977,HI,Total Electric Industry,"1,759,998","1,277,665","2,756,917",NA,0,"5,794,580"
1977,IA,Total Electric Industry,"8,851,700","5,470,135","8,029,318",NA,0,"22,351,153"
1977,ID,Total Electric Industry,"4,456,280","4,141,578","4,916,037",NA,0,"13,513,895"
1977,IL,Total Electric Industry,"28,156,724","30,664,260","33,795,984",NA,0,"92,903,378"
1977,IN,Total Electric Industry,"18,047,749","10,035,726","31,750,608",NA,0,"59,834,083"
1977,KS,Total Electric Industry,"5,964,028","6,116,464","6,862,389",NA,0,"18,942,881"
1977,KY,Total Electric Industry,"11,478,937","7,532,978","34,346,965",NA,0,"53,358,880"
1977,LA,Total Electric Industry,"14,271,591","11,213,066","19,236,205",NA,0,"44,724,035"
1977,MA,Total Electric Industry,"11,089,003","12,352,948","7,951,439",NA,0,"31,498,390"
1977,MD,Total Electric Industry,"10,804,435","8,848,355","11,826,713",NA,0,"31,479,503"
1977,ME,Total Electric Industry,"2,859,405","1,750,434","2,961,426",NA,0,"7,571,265"
1977,MI,Total Electric Industry,"21,709,124","15,819,664","34,513,418",NA,0,"72,042,206"
1977,MN,Total Electric Industry,"10,367,561","5,239,932","12,446,916",NA,0,"28,054,409"
1977,MO,Total Electric Industry,"14,535,098","11,739,141","10,280,739",NA,0,"36,554,978"
1977,MS,Total Electric Industry,"8,978,993","4,450,772","7,939,403",NA,0,"21,369,168"
1977,MT,Total Electric Industry,"2,439,690","1,814,421","5,759,209",NA,0,"10,013,320"
1977,NC,Total Electric Industry,"21,851,310","13,188,337","23,697,689",NA,0,"58,737,336"
1977,ND,Total Electric Industry,"2,148,336","896,945","1,174,907",NA,0,"4,220,188"
1977,NE,Total Electric Industry,"4,859,052","3,956,655","3,598,793",NA,0,"12,414,500"
1977,NH,Total Electric Industry,"2,345,413","976,839","2,092,226",NA,0,"5,414,478"
1977,NJ,Total Electric Industry,"15,392,816","15,157,326","15,624,137",NA,0,"46,212,931"
1977,NM,Total Electric Industry,"2,154,237","3,142,932","2,382,028",NA,0,"7,679,197"
1977,NV,Total Electric Industry,"2,922,482","2,517,545","2,591,952",NA,0,"8,031,979"
1977,NY,Total Electric Industry,"29,779,972","38,533,180","30,914,392",NA,0,"101,347,410"
1977,OH,Total Electric Industry,"30,678,905","21,842,103","67,614,833",NA,0,"120,178,836"
1977,OK,Total Electric Industry,"10,304,199","7,766,499","8,742,753",NA,0,"26,813,451"
1977,OR,Total Electric Industry,"12,377,001","9,095,954","12,814,671",NA,0,"34,287,626"
1977,PA,Total Electric Industry,"30,203,067","20,317,496","44,839,480",NA,0,"95,553,716"
1977,RI,Total Electric Industry,"1,776,256","1,733,341","1,320,277",NA,0,"4,829,874"
1977,SC,Total Electric Industry,"11,310,116","8,075,296","15,067,782",NA,0,"34,453,194"
1977,SD,Total Electric Industry,"2,198,350","985,435","1,252,133",NA,0,"4,435,918"
1977,TN,Total Electric Industry,"26,486,037","10,521,993","38,214,282",NA,0,"75,222,412"
1977,TX,Total Electric Industry,"46,831,143","37,882,417","68,278,673",NA,0,"152,992,233"
1977,UT,Total Electric Industry,"2,760,911","2,748,689","3,298,655",NA,0,"8,808,255"
1977,VA,Total Electric Industry,"18,198,498","15,478,891","10,828,836",NA,0,"44,513,465"
1977,VT,Total Electric Industry,"1,466,228","782,142","993,810",NA,0,"3,242,180"
1977,WA,Total Electric Industry,"20,629,871","11,058,864","27,098,546",NA,0,"58,788,831"
1977,WI,Total Electric Industry,"12,617,639","9,235,685","12,266,395",NA,0,"34,119,719"
1977,WV,Total Electric Industry,"5,815,975","3,271,317","9,987,441",NA,0,"19,074,733"
1977,WY,Total Electric Industry,"1,019,912","1,008,024","3,389,643",NA,0,"5,417,579"
1977,US,Total Electric Industry,"645,238,971","514,028,627","786,037,126",NA,0,"1,948,361,212"
1976,AK,Total Electric Industry,"983,376","752,417","504,279",NA,0,"2,240,072"
1976,AL,Total Electric Industry,"14,087,385","6,480,067","23,746,790",NA,0,"44,314,242"
1976,AR,Total Electric Industry,"7,745,974","4,491,353","8,338,297",NA,0,"20,575,624"
1976,AZ,Total Electric Industry,"7,298,655","7,626,076","7,203,485",NA,0,"22,128,216"
1976,CA,Total Electric Industry,"45,750,963","60,700,923","49,271,925",NA,0,"156,017,553"
1976,CO,Total Electric Industry,"5,351,068","5,708,435","5,646,082",NA,0,"16,705,585"
1976,CT,Total Electric Industry,"7,842,327","6,259,068","5,332,620",NA,0,"19,434,015"
1976,DC,Total Electric Industry,"930,433","2,284,966","2,790,211",NA,0,"6,010,610"
1976,DE,Total Electric Industry,"1,715,746","1,356,743","2,287,446",NA,0,"5,359,935"
1976,FL,Total Electric Industry,"36,021,835","23,702,998","14,251,688",NA,0,"73,976,521"
1976,GA,Total Electric Industry,"16,903,812","12,340,134","15,060,061",NA,0,"44,304,007"
1976,HI,Total Electric Industry,"1,736,455","1,187,499","2,664,066",NA,0,"5,588,020"
1976,IA,Total Electric Industry,"8,422,454","5,290,642","7,366,543",NA,0,"21,079,639"
1976,ID,Total Electric Industry,"4,168,773","3,760,879","5,302,531",NA,0,"13,232,183"
1976,IL,Total Electric Industry,"26,308,098","29,302,146","32,182,631",NA,0,"88,058,529"
1976,IN,Total Electric Industry,"16,673,433","9,555,588","30,102,206",NA,0,"56,331,227"
1976,KS,Total Electric Industry,"5,758,051","5,834,075","6,488,047",NA,0,"18,080,173"
1976,KY,Total Electric Industry,"10,034,291","6,886,767","35,242,306",NA,0,"52,163,364"
1976,LA,Total Electric Industry,"12,472,676","10,019,622","17,325,207",NA,0,"39,820,538"
1976,MA,Total Electric Industry,"11,227,394","12,100,171","7,785,238",NA,0,"31,217,803"
1976,MD,Total Electric Industry,"10,117,116","9,011,543","10,802,893",NA,0,"29,931,552"
1976,ME,Total Electric Industry,"2,770,595","1,698,394","2,652,232",NA,0,"7,121,221"
1976,MI,Total Electric Industry,"21,322,629","15,233,428","33,199,886",NA,0,"69,755,943"
1976,MN,Total Electric Industry,"10,474,433","5,218,408","12,264,903",NA,0,"27,957,744"
1976,MO,Total Electric Industry,"13,301,917","11,067,901","9,646,490",NA,0,"34,016,308"
1976,MS,Total Electric Industry,"8,233,284","4,198,650","7,534,288",NA,0,"19,966,222"
1976,MT,Total Electric Industry,"2,260,944","1,728,225","5,921,601",NA,0,"9,910,770"
1976,NC,Total Electric Industry,"19,986,904","12,297,923","22,721,328",NA,0,"55,006,155"
1976,ND,Total Electric Industry,"2,050,084","871,486","1,048,825",NA,0,"3,970,395"
1976,NE,Total Electric Industry,"4,722,294","3,817,005","3,542,011",NA,0,"12,081,310"
1976,NH,Total Electric Industry,"2,321,223","925,343","2,024,505",NA,0,"5,271,071"
1976,NJ,Total Electric Industry,"15,003,377","14,649,254","15,313,021",NA,0,"45,007,283"
1976,NM,Total Electric Industry,"2,052,558","2,988,022","2,166,402",NA,0,"7,206,982"
1976,NV,Total Electric Industry,"2,797,017","2,548,867","2,396,903",NA,0,"7,742,787"
1976,NY,Total Electric Industry,"29,462,260","38,275,356","28,650,385",NA,0,"98,384,333"
1976,OH,Total Electric Industry,"28,725,126","20,846,351","62,642,047",NA,0,"112,256,653"
1976,OK,Total Electric Industry,"9,302,584","7,122,242","8,034,239",NA,0,"24,459,065"
1976,OR,Total Electric Industry,"12,151,601","8,714,285","14,107,671",NA,0,"34,973,557"
1976,PA,Total Electric Industry,"28,850,056","19,481,962","43,610,110",NA,0,"92,135,291"
1976,RI,Total Electric Industry,"1,821,335","1,693,003","1,313,998",NA,0,"4,828,336"
1976,SC,Total Electric Industry,"10,360,042","7,557,796","14,365,442",NA,0,"32,283,280"
1976,SD,Total Electric Industry,"2,138,536","978,534","1,188,076",NA,0,"4,305,146"
1976,TN,Total Electric Industry,"23,622,039","7,904,533","41,284,808",NA,0,"72,811,480"
1976,TX,Total Electric Industry,"41,170,698","35,110,440","60,263,834",NA,0,"136,544,972"
1976,UT,Total Electric Industry,"2,672,273","2,696,723","2,577,670",NA,0,"7,946,666"
1976,VA,Total Electric Industry,"17,156,254","15,003,473","10,528,652",NA,0,"42,688,379"
1976,VT,Total Electric Industry,"1,485,021","753,126","1,253,100",NA,0,"3,491,247"
1976,WA,Total Electric Industry,"20,311,081","11,070,190","29,616,453",NA,0,"60,999,274"
1976,WI,Total Electric Industry,"12,133,333","8,815,048","11,562,867",NA,0,"32,511,248"
1976,WV,Total Electric Industry,"5,285,248","3,034,661","9,815,984",NA,0,"18,135,893"
1976,WY,Total Electric Industry,"957,021","824,064","3,126,590",NA,0,"4,907,675"
1976,US,Total Electric Industry,"606,452,082","491,776,804","754,068,873",NA,0,"1,855,246,094"
1975,AK,Total Electric Industry,"897,589","656,956","484,921",NA,0,"2,039,466"
1975,AL,Total Electric Industry,"13,409,258","6,492,861","20,473,306",NA,0,"40,375,425"
1975,AR,Total Electric Industry,"7,751,196","4,382,039","5,994,472",NA,0,"18,127,707"
1975,AZ,Total Electric Industry,"7,137,510","7,162,464","6,867,724",NA,0,"21,167,698"
1975,CA,Total Electric Industry,"44,257,080","57,845,974","46,053,233",NA,0,"148,421,180"
1975,CO,Total Electric Industry,"5,141,863","6,276,362","4,406,728",NA,0,"15,824,953"
1975,CT,Total Electric Industry,"7,449,400","5,999,547","5,049,869",NA,0,"18,498,816"
1975,DC,Total Electric Industry,"909,119","2,354,969","2,532,054",NA,0,"5,796,142"
1975,DE,Total Electric Industry,"1,640,083","1,332,625","2,176,276",NA,0,"5,148,984"
1975,FL,Total Electric Industry,"34,756,138","22,904,058","13,293,967",NA,0,"70,954,163"
1975,GA,Total Electric Industry,"16,456,889","11,226,327","13,865,591",NA,0,"41,548,807"
1975,HI,Total Electric Industry,"1,662,892","1,108,994","2,537,889",NA,0,"5,309,775"
1975,IA,Total Electric Industry,"8,337,871","5,121,073","6,626,372",NA,0,"20,085,316"
1975,ID,Total Electric Industry,"3,870,415","3,530,112","5,112,271",NA,0,"12,512,798"
1975,IL,Total Electric Industry,"26,366,436","28,097,328","30,329,893",NA,0,"85,055,601"
1975,IN,Total Electric Industry,"16,375,329","9,071,378","26,674,784",NA,0,"52,121,491"
1975,KS,Total Electric Industry,"5,694,600","5,614,152","6,214,404",NA,0,"17,523,156"
1975,KY,Total Electric Industry,"9,585,820","6,488,917","31,005,783",NA,0,"47,080,520"
1975,LA,Total Electric Industry,"11,923,433","9,225,363","14,969,396",NA,0,"36,120,881"
1975,MA,Total Electric Industry,"10,648,044","11,396,536","7,329,618",NA,0,"29,479,198"
1975,MD,Total Electric Industry,"9,659,535","8,573,230","9,068,828",NA,0,"27,301,593"
1975,ME,Total Electric Industry,"2,487,192","1,567,672","2,477,466",NA,0,"6,532,330"
1975,MI,Total Electric Industry,"20,886,190","14,595,849","28,865,514",NA,0,"64,347,553"
1975,MN,Total Electric Industry,"10,189,142","4,844,559","11,279,657",NA,0,"26,313,358"
1975,MO,Total Electric Industry,"13,654,085","7,638,637","11,782,473",NA,0,"33,075,195"
1975,MS,Total Electric Industry,"8,091,142","3,981,580","6,814,470",NA,0,"18,887,192"
1975,MT,Total Electric Industry,"2,142,791","1,645,007","5,160,309",NA,0,"8,948,107"
1975,NC,Total Electric Industry,"18,998,944","11,678,668","20,875,127",NA,0,"51,552,739"
1975,ND,Total Electric Industry,"1,900,598","805,229","1,006,542",NA,0,"3,712,369"
1975,NE,Total Electric Industry,"4,693,293","3,660,045","3,199,739",NA,0,"11,553,077"
1975,NH,Total Electric Industry,"2,147,785","883,444","1,839,057",NA,0,"4,870,286"
1975,NJ,Total Electric Industry,"14,495,267","13,848,683","14,562,272",NA,0,"42,949,588"
1975,NM,Total Electric Industry,"1,956,647","2,743,493","1,959,913",NA,0,"6,660,053"
1975,NV,Total Electric Industry,"2,803,203","2,876,284","1,963,642",NA,0,"7,643,129"
1975,NY,Total Electric Industry,"28,710,492","37,827,173","27,246,986",NA,0,"95,841,481"
1975,OH,Total Electric Industry,"27,890,084","20,046,539","55,597,472",NA,0,"103,578,858"
1975,OK,Total Electric Industry,"9,222,298","6,810,166","7,233,077",NA,0,"23,265,541"
1975,OR,Total Electric Industry,"12,096,443","8,803,619","12,402,358",NA,0,"33,302,420"
1975,PA,Total Electric Industry,"27,677,599","18,608,470","41,256,310",NA,0,"87,735,970"
1975,RI,Total Electric Industry,"1,684,370","1,575,730","1,191,272",NA,0,"4,451,372"
1975,SC,Total Electric Industry,"9,837,138","7,120,953","12,765,895",NA,0,"29,723,986"
1975,SD,Total Electric Industry,"2,067,646","995,141","993,787",NA,0,"4,056,574"
1975,TN,Total Electric Industry,"23,034,151","7,440,339","37,903,925",NA,0,"68,378,515"
1975,TX,Total Electric Industry,"40,891,532","33,884,231","54,712,233",NA,0,"129,487,996"
1975,UT,Total Electric Industry,"2,492,810","2,479,497","2,967,758",NA,0,"7,940,065"
1975,VA,Total Electric Industry,"15,870,938","14,013,518","9,437,409",NA,0,"39,321,865"
1975,VT,Total Electric Industry,"1,427,237","709,013","858,392",NA,0,"2,994,642"
1975,WA,Total Electric Industry,"19,208,845","10,376,587","27,416,489",NA,0,"57,003,471"
1975,WI,Total Electric Industry,"11,782,269","8,341,524","10,822,755",NA,0,"30,946,548"
1975,WV,Total Electric Industry,"4,978,884","2,857,843","9,102,058",NA,0,"16,938,785"
1975,WY,Total Electric Industry,"890,878","775,098","2,917,916",NA,0,"4,583,892"
1975,US,Total Electric Industry,"588,140,393","468,295,856","687,679,652",NA,0,"1,747,090,627"
1974,AK,Total Electric Industry,"754,385","737,474","123,610",NA,0,"1,615,469"
