"Year","State","Industry.Sector.Category","Sector","Electricity_Consumption"
1990,"IL","Total Electric Industry","Other","7,672,368"
1990,"IN","Total Electric Industry","Other","626,429"
1990,"KS","Total Electric Industry","Other","377,638"
1990,"KY","Total Electric Industry","Other","2,487,853"
1990,"LA","Total Electric Industry","Other","2,716,288"
1990,"MA","Total Electric Industry","Other","1,138,304"
1990,"MD","Total Electric Industry","Other","671,751"
1990,"ME","Total Electric Industry","Other","173,942"
1990,"MI","Total Electric Industry","Other","1,376,437"
1990,"MN","Total Electric Industry","Other","726,659"
1990,"MO","Total Electric Industry","Other","865,940"
1990,"MS","Total Electric Industry","Other","660,849"
1990,"MT","Total Electric Industry","Other","499,346"
1990,"NC","Total Electric Industry","Other","1,680,838"
1990,"ND","Total Electric Industry","Other","505,605"
1990,"NE","Total Electric Industry","Other","1,364,422"
1990,"NH","Total Electric Industry","Other","106,601"
1990,"NJ","Total Electric Industry","Other","479,243"
1990,"NM","Total Electric Industry","Other","1,378,223"
1990,"NV","Total Electric Industry","Other","684,000"
1990,"NY","Total Electric Industry","Other","11,899,687"
1990,"OH","Total Electric Industry","Other","4,353,506"
1990,"OK","Total Electric Industry","Other","2,029,175"
1990,"OR","Total Electric Industry","Other","780,487"
1990,"PA","Total Electric Industry","Other","1,435,443"
1990,"RI","Total Electric Industry","Other","196,357"
1990,"SC","Total Electric Industry","Other","766,081"
1990,"SD","Total Electric Industry","Other","360,713"
1990,"TN","Total Electric Industry","Other","947,495"
1990,"TX","Total Electric Industry","Other","8,542,459"
1990,"UT","Total Electric Industry","Other","874,743"
1990,"VA","Total Electric Industry","Other","7,955,129"
1990,"VT","Total Electric Industry","Other","42,315"
1990,"WA","Total Electric Industry","Other","3,842,348"
1990,"WI","Total Electric Industry","Other","709,773"
1990,"WV","Total Electric Industry","Other","93,990"
1990,"WY","Total Electric Industry","Other","143,635"
1990,"US","Total Electric Industry","Other","91,987,709"
1990,"AK","Full-Service Providers","Other","161,131"
1990,"AL","Full-Service Providers","Other","610,459"
1990,"AR","Full-Service Providers","Other","606,143"
1990,"AZ","Full-Service Providers","Other","2,326,871"
1990,"CA","Full-Service Providers","Other","8,935,442"
1990,"CO","Full-Service Providers","Other","867,423"
1990,"CT","Full-Service Providers","Other","368,947"
1990,"DC","Full-Service Providers","Other","318,713"
1990,"DE","Full-Service Providers","Other","50,114"
1990,"FL","Full-Service Providers","Other","4,473,393"
1990,"GA","Full-Service Providers","Other","922,408"
1990,"HI","Full-Service Providers","Other","58,419"
1990,"IA","Full-Service Providers","Other","804,416"
1990,"ID","Full-Service Providers","Other","317,758"
1990,"IL","Full-Service Providers","Other","7,672,368"
1990,"IN","Full-Service Providers","Other","626,429"
1990,"KS","Full-Service Providers","Other","377,638"
1990,"KY","Full-Service Providers","Other","2,487,853"
1990,"LA","Full-Service Providers","Other","2,716,288"
1990,"MA","Full-Service Providers","Other","1,138,304"
1990,"MD","Full-Service Providers","Other","671,751"
1990,"ME","Full-Service Providers","Other","173,942"
1990,"MI","Full-Service Providers","Other","1,376,437"
1990,"MN","Full-Service Providers","Other","726,659"
1990,"MO","Full-Service Providers","Other","865,940"
1990,"MS","Full-Service Providers","Other","660,849"
1990,"MT","Full-Service Providers","Other","499,346"
1990,"NC","Full-Service Providers","Other","1,680,838"
1990,"ND","Full-Service Providers","Other","505,605"
1990,"NE","Full-Service Providers","Other","1,364,422"
1990,"NH","Full-Service Providers","Other","106,601"
1990,"NJ","Full-Service Providers","Other","479,243"
1990,"NM","Full-Service Providers","Other","1,378,223"
1990,"NV","Full-Service Providers","Other","684,000"
1990,"NY","Full-Service Providers","Other","11,899,687"
1990,"OH","Full-Service Providers","Other","4,353,506"
1990,"OK","Full-Service Providers","Other","2,029,175"
1990,"OR","Full-Service Providers","Other","780,487"
1990,"PA","Full-Service Providers","Other","1,435,443"
1990,"RI","Full-Service Providers","Other","196,357"
1990,"SC","Full-Service Providers","Other","766,081"
1990,"SD","Full-Service Providers","Other","360,713"
1990,"TN","Full-Service Providers","Other","947,495"
1990,"TX","Full-Service Providers","Other","8,542,459"
1990,"UT","Full-Service Providers","Other","874,743"
1990,"VA","Full-Service Providers","Other","7,955,129"
1990,"VT","Full-Service Providers","Other","42,315"
1990,"WA","Full-Service Providers","Other","3,842,348"
1990,"WI","Full-Service Providers","Other","709,773"
1990,"WV","Full-Service Providers","Other","93,990"
1990,"WY","Full-Service Providers","Other","143,635"
1990,"US","Full-Service Providers","Other","91,987,709"
1989,"AK","Total Electric Industry","Other","150,876"
1989,"AL","Total Electric Industry","Other","596,283"
1989,"AR","Total Electric Industry","Other","583,850"
1989,"AZ","Total Electric Industry","Other","2,741,471"
1989,"CA","Total Electric Industry","Other","8,913,327"
1989,"CO","Total Electric Industry","Other","959,248"
1989,"CT","Total Electric Industry","Other","367,416"
1989,"DC","Total Electric Industry","Other","312,390"
1989,"DE","Total Electric Industry","Other","49,297"
1989,"FL","Total Electric Industry","Other","4,307,494"
1989,"GA","Total Electric Industry","Other","890,853"
1989,"HI","Total Electric Industry","Other","54,047"
1989,"IA","Total Electric Industry","Other","827,237"
1989,"ID","Total Electric Industry","Other","297,247"
1989,"IL","Total Electric Industry","Other","7,498,262"
1989,"IN","Total Electric Industry","Other","647,271"
1989,"KS","Total Electric Industry","Other","379,656"
1989,"KY","Total Electric Industry","Other","2,439,782"
1989,"LA","Total Electric Industry","Other","3,127,629"
1989,"MA","Total Electric Industry","Other","1,112,971"
1989,"MD","Total Electric Industry","Other","652,471"
1989,"ME","Total Electric Industry","Other","178,554"
1989,"MI","Total Electric Industry","Other","1,279,108"
1989,"MN","Total Electric Industry","Other","747,749"
1989,"MO","Total Electric Industry","Other","837,811"
1989,"MS","Total Electric Industry","Other","605,193"
1989,"MT","Total Electric Industry","Other","400,432"
1989,"NC","Total Electric Industry","Other","1,767,505"
1989,"ND","Total Electric Industry","Other","484,017"
1989,"NE","Total Electric Industry","Other","1,443,336"
1989,"NH","Total Electric Industry","Other","103,156"
1989,"NJ","Total Electric Industry","Other","478,391"
1989,"NM","Total Electric Industry","Other","1,314,220"
1989,"NV","Total Electric Industry","Other","623,562"
1989,"NY","Total Electric Industry","Other","11,759,778"
1989,"OH","Total Electric Industry","Other","4,498,866"
1989,"OK","Total Electric Industry","Other","1,941,110"
1989,"OR","Total Electric Industry","Other","679,083"
1989,"PA","Total Electric Industry","Other","1,466,166"
1989,"RI","Total Electric Industry","Other","190,433"
1989,"SC","Total Electric Industry","Other","749,203"
1989,"SD","Total Electric Industry","Other","438,467"
1989,"TN","Total Electric Industry","Other","940,371"
1989,"TX","Total Electric Industry","Other","6,446,493"
1989,"UT","Total Electric Industry","Other","830,199"
1989,"VA","Total Electric Industry","Other","7,922,448"
1989,"VT","Total Electric Industry","Other","50,153"
1989,"WA","Total Electric Industry","Other","3,698,599"
1989,"WI","Total Electric Industry","Other","737,533"
1989,"WV","Total Electric Industry","Other","92,612"
1989,"WY","Total Electric Industry","Other","151,376"
1989,"US","Total Electric Industry","Other","89,765,002"
1988,"AK","Total Electric Industry","Other","135,554"
1988,"AL","Total Electric Industry","Other","651,053"
1988,"AR","Total Electric Industry","Other","612,630"
1988,"AZ","Total Electric Industry","Other","2,578,195"
1988,"CA","Total Electric Industry","Other","10,303,797"
1988,"CO","Total Electric Industry","Other","806,317"
1988,"CT","Total Electric Industry","Other","356,303"
1988,"DC","Total Electric Industry","Other","312,410"
1988,"DE","Total Electric Industry","Other","47,259"
1988,"FL","Total Electric Industry","Other","4,020,963"
1988,"GA","Total Electric Industry","Other","903,007"
1988,"HI","Total Electric Industry","Other","57,957"
1988,"IA","Total Electric Industry","Other","815,843"
1988,"ID","Total Electric Industry","Other","346,479"
1988,"IL","Total Electric Industry","Other","7,567,692"
1988,"IN","Total Electric Industry","Other","657,102"
1988,"KS","Total Electric Industry","Other","417,025"
1988,"KY","Total Electric Industry","Other","2,381,681"
1988,"LA","Total Electric Industry","Other","3,230,382"
1988,"MA","Total Electric Industry","Other","1,086,946"
1988,"MD","Total Electric Industry","Other","628,392"
1988,"ME","Total Electric Industry","Other","175,237"
1988,"MI","Total Electric Industry","Other","1,346,420"
1988,"MN","Total Electric Industry","Other","808,123"
1988,"MO","Total Electric Industry","Other","802,000"
1988,"MS","Total Electric Industry","Other","621,713"
1988,"MT","Total Electric Industry","Other","582,259"
1988,"NC","Total Electric Industry","Other","1,604,279"
1988,"ND","Total Electric Industry","Other","465,892"
1988,"NE","Total Electric Industry","Other","1,346,119"
1988,"NH","Total Electric Industry","Other","99,048"
1988,"NJ","Total Electric Industry","Other","468,868"
1988,"NM","Total Electric Industry","Other","1,065,195"
1988,"NV","Total Electric Industry","Other","542,684"
1988,"NY","Total Electric Industry","Other","11,429,574"
1988,"OH","Total Electric Industry","Other","4,360,451"
1988,"OK","Total Electric Industry","Other","2,031,625"
1988,"OR","Total Electric Industry","Other","735,750"
1988,"PA","Total Electric Industry","Other","1,438,133"
1988,"RI","Total Electric Industry","Other","185,654"
1988,"SC","Total Electric Industry","Other","734,093"
1988,"SD","Total Electric Industry","Other","400,385"
1988,"TN","Total Electric Industry","Other","979,804"
1988,"TX","Total Electric Industry","Other","6,314,571"
1988,"UT","Total Electric Industry","Other","790,746"
1988,"VA","Total Electric Industry","Other","7,465,352"
1988,"VT","Total Electric Industry","Other","46,298"
1988,"WA","Total Electric Industry","Other","3,798,051"
1988,"WI","Total Electric Industry","Other","794,029"
1988,"WV","Total Electric Industry","Other","90,590"
1988,"WY","Total Electric Industry","Other","158,150"
1988,"US","Total Electric Industry","Other","89,598,080"
1987,"AK","Total Electric Industry","Other","157,040"
1987,"AL","Total Electric Industry","Other","558,914"
1987,"AR","Total Electric Industry","Other","568,515"
1987,"AZ","Total Electric Industry","Other","2,532,972"
1987,"CA","Total Electric Industry","Other","11,361,736"
1987,"CO","Total Electric Industry","Other","795,098"
1987,"CT","Total Electric Industry","Other","356,154"
1987,"DC","Total Electric Industry","Other","309,249"
1987,"DE","Total Electric Industry","Other","46,498"
1987,"FL","Total Electric Industry","Other","3,804,930"
1987,"GA","Total Electric Industry","Other","822,353"
1987,"HI","Total Electric Industry","Other","58,088"
1987,"IA","Total Electric Industry","Other","774,005"
1987,"ID","Total Electric Industry","Other","274,137"
1987,"IL","Total Electric Industry","Other","7,254,970"
1987,"IN","Total Electric Industry","Other","639,271"
1987,"KS","Total Electric Industry","Other","392,392"
1987,"KY","Total Electric Industry","Other","2,320,191"
1987,"LA","Total Electric Industry","Other","3,660,000"
1987,"MA","Total Electric Industry","Other","967,461"
1987,"MD","Total Electric Industry","Other","607,644"
1987,"ME","Total Electric Industry","Other","168,034"
1987,"MI","Total Electric Industry","Other","1,263,293"
1987,"MN","Total Electric Industry","Other","746,102"
1987,"MO","Total Electric Industry","Other","786,551"
1987,"MS","Total Electric Industry","Other","641,338"
1987,"MT","Total Electric Industry","Other","483,891"
1987,"NC","Total Electric Industry","Other","1,604,341"
1987,"ND","Total Electric Industry","Other","501,421"
1987,"NE","Total Electric Industry","Other","1,176,354"
1987,"NH","Total Electric Industry","Other","95,520"
1987,"NJ","Total Electric Industry","Other","466,575"
1987,"NM","Total Electric Industry","Other","1,188,889"
1987,"NV","Total Electric Industry","Other","469,571"
1987,"NY","Total Electric Industry","Other","11,034,530"
1987,"OH","Total Electric Industry","Other","4,204,419"
1987,"OK","Total Electric Industry","Other","1,903,266"
1987,"OR","Total Electric Industry","Other","450,988"
1987,"PA","Total Electric Industry","Other","1,438,222"
1987,"RI","Total Electric Industry","Other","186,713"
1987,"SC","Total Electric Industry","Other","725,152"
1987,"SD","Total Electric Industry","Other","382,261"
1987,"TN","Total Electric Industry","Other","966,210"
1987,"TX","Total Electric Industry","Other","5,936,736"
1987,"UT","Total Electric Industry","Other","776,341"
1987,"VA","Total Electric Industry","Other","7,284,905"
1987,"VT","Total Electric Industry","Other","42,845"
1987,"WA","Total Electric Industry","Other","3,988,707"
1987,"WI","Total Electric Industry","Other","772,870"
1987,"WV","Total Electric Industry","Other","95,890"
1987,"WY","Total Electric Industry","Other","152,112"
1987,"US","Total Electric Industry","Other","88,195,665"
1986,"AK","Total Electric Industry","Other","174,140"
1986,"AL","Total Electric Industry","Other","519,708"
1986,"AR","Total Electric Industry","Other","571,040"
1986,"AZ","Total Electric Industry","Other","2,109,460"
1986,"CA","Total Electric Industry","Other","11,910,157"
1986,"CO","Total Electric Industry","Other","914,704"
1986,"CT","Total Electric Industry","Other","381,084"
1986,"DC","Total Electric Industry","Other","306,608"
1986,"DE","Total Electric Industry","Other","45,820"
1986,"FL","Total Electric Industry","Other","3,709,366"
1986,"GA","Total Electric Industry","Other","803,783"
1986,"HI","Total Electric Industry","Other","57,427"
1986,"IA","Total Electric Industry","Other","759,872"
1986,"ID","Total Electric Industry","Other","257,624"
1986,"IL","Total Electric Industry","Other","6,860,921"
1986,"IN","Total Electric Industry","Other","641,442"
1986,"KS","Total Electric Industry","Other","429,893"
1986,"KY","Total Electric Industry","Other","2,248,529"
1986,"LA","Total Electric Industry","Other","3,891,915"
1986,"MA","Total Electric Industry","Other","919,763"
1986,"MD","Total Electric Industry","Other","590,980"
1986,"ME","Total Electric Industry","Other","194,981"
1986,"MI","Total Electric Industry","Other","1,323,778"
1986,"MN","Total Electric Industry","Other","801,224"
1986,"MO","Total Electric Industry","Other","786,649"
1986,"MS","Total Electric Industry","Other","636,266"
1986,"MT","Total Electric Industry","Other","2,053,115"
1986,"NC","Total Electric Industry","Other","1,552,340"
1986,"ND","Total Electric Industry","Other","490,072"
1986,"NE","Total Electric Industry","Other","1,135,187"
1986,"NH","Total Electric Industry","Other","55,087"
1986,"NJ","Total Electric Industry","Other","467,687"
1986,"NM","Total Electric Industry","Other","1,052,833"
1986,"NV","Total Electric Industry","Other","472,134"
1986,"NY","Total Electric Industry","Other","10,828,958"
1986,"OH","Total Electric Industry","Other","4,089,888"
1986,"OK","Total Electric Industry","Other","1,980,745"
1986,"OR","Total Electric Industry","Other","390,479"
1986,"PA","Total Electric Industry","Other","1,470,415"
1986,"RI","Total Electric Industry","Other","191,760"
1986,"SC","Total Electric Industry","Other","703,001"
1986,"SD","Total Electric Industry","Other","379,963"
1986,"TN","Total Electric Industry","Other","993,600"
1986,"TX","Total Electric Industry","Other","6,081,122"
1986,"UT","Total Electric Industry","Other","769,258"
1986,"VA","Total Electric Industry","Other","7,040,504"
1986,"VT","Total Electric Industry","Other","143,874"
1986,"WA","Total Electric Industry","Other","3,289,414"
1986,"WI","Total Electric Industry","Other","858,383"
1986,"WV","Total Electric Industry","Other","104,310"
1986,"WY","Total Electric Industry","Other","173,366"
1986,"US","Total Electric Industry","Other","88,614,629"
1985,"AK","Total Electric Industry","Other","128,216"
1985,"AL","Total Electric Industry","Other","563,083"
1985,"AR","Total Electric Industry","Other","612,161"
1985,"AZ","Total Electric Industry","Other","1,953,748"
1985,"CA","Total Electric Industry","Other","11,480,874"
1985,"CO","Total Electric Industry","Other","928,297"
1985,"CT","Total Electric Industry","Other","370,620"
1985,"DC","Total Electric Industry","Other","327,982"
1985,"DE","Total Electric Industry","Other","35,581"
1985,"FL","Total Electric Industry","Other","3,563,603"
1985,"GA","Total Electric Industry","Other","814,567"
1985,"HI","Total Electric Industry","Other","58,176"
1985,"IA","Total Electric Industry","Other","751,278"
1985,"ID","Total Electric Industry","Other","264,561"
1985,"IL","Total Electric Industry","Other","6,932,642"
1985,"IN","Total Electric Industry","Other","605,193"
1985,"KS","Total Electric Industry","Other","391,305"
1985,"KY","Total Electric Industry","Other","2,173,112"
1985,"LA","Total Electric Industry","Other","3,982,489"
1985,"MA","Total Electric Industry","Other","885,218"
1985,"MD","Total Electric Industry","Other","587,816"
1985,"ME","Total Electric Industry","Other","191,400"
1985,"MI","Total Electric Industry","Other","1,409,938"
1985,"MN","Total Electric Industry","Other","821,035"
1985,"MO","Total Electric Industry","Other","764,321"
1985,"MS","Total Electric Industry","Other","598,238"
1985,"MT","Total Electric Industry","Other","1,667,546"
1985,"NC","Total Electric Industry","Other","1,445,800"
1985,"ND","Total Electric Industry","Other","423,313"
1985,"NE","Total Electric Industry","Other","1,212,450"
1985,"NH","Total Electric Industry","Other","55,748"
1985,"NJ","Total Electric Industry","Other","475,795"
1985,"NM","Total Electric Industry","Other","1,219,971"
1985,"NV","Total Electric Industry","Other","576,006"
1985,"NY","Total Electric Industry","Other","10,593,508"
1985,"OH","Total Electric Industry","Other","3,985,173"
1985,"OK","Total Electric Industry","Other","2,049,013"
1985,"OR","Total Electric Industry","Other","380,305"
1985,"PA","Total Electric Industry","Other","1,472,018"
1985,"RI","Total Electric Industry","Other","187,193"
1985,"SC","Total Electric Industry","Other","679,676"
1985,"SD","Total Electric Industry","Other","392,889"
1985,"TN","Total Electric Industry","Other","966,324"
1985,"TX","Total Electric Industry","Other","6,035,523"
1985,"UT","Total Electric Industry","Other","747,615"
1985,"VA","Total Electric Industry","Other","6,555,698"
1985,"VT","Total Electric Industry","Other","152,736"
1985,"WA","Total Electric Industry","Other","3,695,341"
1985,"WI","Total Electric Industry","Other","859,865"
1985,"WV","Total Electric Industry","Other","102,957"
1985,"WY","Total Electric Industry","Other","150,641"
1985,"US","Total Electric Industry","Other","87,278,558"
1984,"AK","Total Electric Industry","Other","131,197"
1984,"AL","Total Electric Industry","Other","565,156"
1984,"AR","Total Electric Industry","Other","691,978"
1984,"AZ","Total Electric Industry","Other","1,755,428"
1984,"CA","Total Electric Industry","Other","9,446,856"
1984,"CO","Total Electric Industry","Other","914,347"
1984,"CT","Total Electric Industry","Other","321,110"
1984,"DC","Total Electric Industry","Other","311,353"
1984,"DE","Total Electric Industry","Other","46,381"
1984,"FL","Total Electric Industry","Other","3,433,919"
1984,"GA","Total Electric Industry","Other","712,344"
1984,"HI","Total Electric Industry","Other","61,853"
1984,"IA","Total Electric Industry","Other","810,948"
1984,"ID","Total Electric Industry","Other","214,312"
1984,"IL","Total Electric Industry","Other","6,695,202"
1984,"IN","Total Electric Industry","Other","645,369"
1984,"KS","Total Electric Industry","Other","430,611"
1984,"KY","Total Electric Industry","Other","2,085,576"
1984,"LA","Total Electric Industry","Other","4,232,282"
1984,"MA","Total Electric Industry","Other","913,214"
1984,"MD","Total Electric Industry","Other","563,940"
1984,"ME","Total Electric Industry","Other","201,021"
1984,"MI","Total Electric Industry","Other","1,383,571"
1984,"MN","Total Electric Industry","Other","832,204"
1984,"MO","Total Electric Industry","Other","786,699"
1984,"MS","Total Electric Industry","Other","580,038"
1984,"MT","Total Electric Industry","Other","2,463,143"
1984,"NC","Total Electric Industry","Other","1,338,594"
1984,"ND","Total Electric Industry","Other","423,800"
1984,"NE","Total Electric Industry","Other","1,176,880"
1984,"NH","Total Electric Industry","Other","57,467"
1984,"NJ","Total Electric Industry","Other","487,488"
1984,"NM","Total Electric Industry","Other","993,570"
1984,"NV","Total Electric Industry","Other","525,507"
1984,"NY","Total Electric Industry","Other","10,361,746"
1984,"OH","Total Electric Industry","Other","3,898,943"
1984,"OK","Total Electric Industry","Other","1,933,028"
1984,"OR","Total Electric Industry","Other","363,148"
1984,"PA","Total Electric Industry","Other","1,449,392"
1984,"RI","Total Electric Industry","Other","184,817"
1984,"SC","Total Electric Industry","Other","638,776"
1984,"SD","Total Electric Industry","Other","381,956"
1984,"TN","Total Electric Industry","Other","971,139"
1984,"TX","Total Electric Industry","Other","6,596,558"
1984,"UT","Total Electric Industry","Other","692,923"
1984,"VA","Total Electric Industry","Other","6,843,840"
1984,"VT","Total Electric Industry","Other","141,242"
1984,"WA","Total Electric Industry","Other","3,554,251"
1984,"WI","Total Electric Industry","Other","770,732"
1984,"WV","Total Electric Industry","Other","101,833"
1984,"WY","Total Electric Industry","Other","129,757"
1984,"US","Total Electric Industry","Other","85,247,439"
1983,"AK","Total Electric Industry","Other","0"
1983,"AL","Total Electric Industry","Other","0"
1983,"AR","Total Electric Industry","Other","0"
1983,"AZ","Total Electric Industry","Other","0"
1983,"CA","Total Electric Industry","Other","0"
1983,"CO","Total Electric Industry","Other","0"
1983,"CT","Total Electric Industry","Other","0"
1983,"DC","Total Electric Industry","Other","0"
1983,"DE","Total Electric Industry","Other","0"
1983,"FL","Total Electric Industry","Other","0"
1983,"GA","Total Electric Industry","Other","0"
1983,"HI","Total Electric Industry","Other","0"
1983,"IA","Total Electric Industry","Other","0"
1983,"ID","Total Electric Industry","Other","0"
1983,"IL","Total Electric Industry","Other","0"
1983,"IN","Total Electric Industry","Other","0"
1983,"KS","Total Electric Industry","Other","0"
1983,"KY","Total Electric Industry","Other","0"
1983,"LA","Total Electric Industry","Other","0"
1983,"MA","Total Electric Industry","Other","0"
1983,"MD","Total Electric Industry","Other","0"
1983,"ME","Total Electric Industry","Other","0"
1983,"MI","Total Electric Industry","Other","0"
1983,"MN","Total Electric Industry","Other","0"
1983,"MO","Total Electric Industry","Other","0"
1983,"MS","Total Electric Industry","Other","0"
1983,"MT","Total Electric Industry","Other","0"
1983,"NC","Total Electric Industry","Other","0"
1983,"ND","Total Electric Industry","Other","0"
1983,"NE","Total Electric Industry","Other","0"
1983,"NH","Total Electric Industry","Other","0"
1983,"NJ","Total Electric Industry","Other","0"
1983,"NM","Total Electric Industry","Other","0"
1983,"NV","Total Electric Industry","Other","0"
1983,"NY","Total Electric Industry","Other","0"
1983,"OH","Total Electric Industry","Other","0"
1983,"OK","Total Electric Industry","Other","0"
1983,"OR","Total Electric Industry","Other","0"
1983,"PA","Total Electric Industry","Other","0"
1983,"RI","Total Electric Industry","Other","0"
1983,"SC","Total Electric Industry","Other","0"
1983,"SD","Total Electric Industry","Other","0"
1983,"TN","Total Electric Industry","Other","0"
1983,"TX","Total Electric Industry","Other","0"
1983,"UT","Total Electric Industry","Other","0"
1983,"VA","Total Electric Industry","Other","0"
1983,"VT","Total Electric Industry","Other","0"
1983,"WA","Total Electric Industry","Other","0"
1983,"WI","Total Electric Industry","Other","0"
1983,"WV","Total Electric Industry","Other","0"
1983,"WY","Total Electric Industry","Other","0"
1983,"US","Total Electric Industry","Other","0"
1982,"AK","Total Electric Industry","Other","0"
1982,"AL","Total Electric Industry","Other","0"
1982,"AR","Total Electric Industry","Other","0"
1982,"AZ","Total Electric Industry","Other","0"
1982,"CA","Total Electric Industry","Other","0"
1982,"CO","Total Electric Industry","Other","0"
1982,"CT","Total Electric Industry","Other","0"
1982,"DC","Total Electric Industry","Other","0"
1982,"DE","Total Electric Industry","Other","0"
1982,"FL","Total Electric Industry","Other","0"
1982,"GA","Total Electric Industry","Other","0"
1982,"HI","Total Electric Industry","Other","0"
1982,"IA","Total Electric Industry","Other","0"
1982,"ID","Total Electric Industry","Other","0"
1982,"IL","Total Electric Industry","Other","0"
1982,"IN","Total Electric Industry","Other","0"
1982,"KS","Total Electric Industry","Other","0"
1982,"KY","Total Electric Industry","Other","0"
1982,"LA","Total Electric Industry","Other","0"
1982,"MA","Total Electric Industry","Other","0"
1982,"MD","Total Electric Industry","Other","0"
1982,"ME","Total Electric Industry","Other","0"
1982,"MI","Total Electric Industry","Other","0"
1982,"MN","Total Electric Industry","Other","0"
1982,"MO","Total Electric Industry","Other","0"
1982,"MS","Total Electric Industry","Other","0"
1982,"MT","Total Electric Industry","Other","0"
1982,"NC","Total Electric Industry","Other","0"
1982,"ND","Total Electric Industry","Other","0"
1982,"NE","Total Electric Industry","Other","0"
1982,"NH","Total Electric Industry","Other","0"
1982,"NJ","Total Electric Industry","Other","0"
1982,"NM","Total Electric Industry","Other","0"
1982,"NV","Total Electric Industry","Other","0"
1982,"NY","Total Electric Industry","Other","0"
1982,"OH","Total Electric Industry","Other","0"
1982,"OK","Total Electric Industry","Other","0"
1982,"OR","Total Electric Industry","Other","0"
1982,"PA","Total Electric Industry","Other","0"
1982,"RI","Total Electric Industry","Other","0"
1982,"SC","Total Electric Industry","Other","0"
1982,"SD","Total Electric Industry","Other","0"
1982,"TN","Total Electric Industry","Other","0"
1982,"TX","Total Electric Industry","Other","0"
1982,"UT","Total Electric Industry","Other","0"
1982,"VA","Total Electric Industry","Other","0"
1982,"VT","Total Electric Industry","Other","0"
1982,"WA","Total Electric Industry","Other","0"
1982,"WI","Total Electric Industry","Other","0"
1982,"WV","Total Electric Industry","Other","0"
1982,"WY","Total Electric Industry","Other","0"
1982,"US","Total Electric Industry","Other","0"
1981,"AK","Total Electric Industry","Other","0"
1981,"AL","Total Electric Industry","Other","0"
1981,"AR","Total Electric Industry","Other","0"
1981,"AZ","Total Electric Industry","Other","0"
1981,"CA","Total Electric Industry","Other","0"
1981,"CO","Total Electric Industry","Other","0"
1981,"CT","Total Electric Industry","Other","0"
1981,"DC","Total Electric Industry","Other","0"
1981,"DE","Total Electric Industry","Other","0"
1981,"FL","Total Electric Industry","Other","0"
1981,"GA","Total Electric Industry","Other","0"
1981,"HI","Total Electric Industry","Other","0"
1981,"IA","Total Electric Industry","Other","0"
1981,"ID","Total Electric Industry","Other","0"
1981,"IL","Total Electric Industry","Other","0"
1981,"IN","Total Electric Industry","Other","0"
1981,"KS","Total Electric Industry","Other","0"
1981,"KY","Total Electric Industry","Other","0"
1981,"LA","Total Electric Industry","Other","0"
1981,"MA","Total Electric Industry","Other","0"
1981,"MD","Total Electric Industry","Other","0"
1981,"ME","Total Electric Industry","Other","0"
1981,"MI","Total Electric Industry","Other","0"
1981,"MN","Total Electric Industry","Other","0"
1981,"MO","Total Electric Industry","Other","0"
1981,"MS","Total Electric Industry","Other","0"
1981,"MT","Total Electric Industry","Other","0"
1981,"NC","Total Electric Industry","Other","0"
1981,"ND","Total Electric Industry","Other","0"
1981,"NE","Total Electric Industry","Other","0"
1981,"NH","Total Electric Industry","Other","0"
1981,"NJ","Total Electric Industry","Other","0"
1981,"NM","Total Electric Industry","Other","0"
1981,"NV","Total Electric Industry","Other","0"
1981,"NY","Total Electric Industry","Other","0"
1981,"OH","Total Electric Industry","Other","0"
1981,"OK","Total Electric Industry","Other","0"
1981,"OR","Total Electric Industry","Other","0"
1981,"PA","Total Electric Industry","Other","0"
1981,"RI","Total Electric Industry","Other","0"
1981,"SC","Total Electric Industry","Other","0"
1981,"SD","Total Electric Industry","Other","0"
1981,"TN","Total Electric Industry","Other","0"
1981,"TX","Total Electric Industry","Other","0"
1981,"UT","Total Electric Industry","Other","0"
1981,"VA","Total Electric Industry","Other","0"
1981,"VT","Total Electric Industry","Other","0"
1981,"WA","Total Electric Industry","Other","0"
1981,"WI","Total Electric Industry","Other","0"
1981,"WV","Total Electric Industry","Other","0"
1981,"WY","Total Electric Industry","Other","0"
1981,"US","Total Electric Industry","Other","0"
1980,"AK","Total Electric Industry","Other","0"
1980,"AL","Total Electric Industry","Other","0"
1980,"AR","Total Electric Industry","Other","0"
1980,"AZ","Total Electric Industry","Other","0"
1980,"CA","Total Electric Industry","Other","0"
1980,"CO","Total Electric Industry","Other","0"
1980,"CT","Total Electric Industry","Other","0"
1980,"DC","Total Electric Industry","Other","0"
1980,"DE","Total Electric Industry","Other","0"
1980,"FL","Total Electric Industry","Other","0"
1980,"GA","Total Electric Industry","Other","0"
1980,"HI","Total Electric Industry","Other","0"
1980,"IA","Total Electric Industry","Other","0"
1980,"ID","Total Electric Industry","Other","0"
1980,"IL","Total Electric Industry","Other","0"
1980,"IN","Total Electric Industry","Other","0"
1980,"KS","Total Electric Industry","Other","0"
1980,"KY","Total Electric Industry","Other","0"
1980,"LA","Total Electric Industry","Other","0"
1980,"MA","Total Electric Industry","Other","0"
1980,"MD","Total Electric Industry","Other","0"
1980,"ME","Total Electric Industry","Other","0"
1980,"MI","Total Electric Industry","Other","0"
1980,"MN","Total Electric Industry","Other","0"
1980,"MO","Total Electric Industry","Other","0"
1980,"MS","Total Electric Industry","Other","0"
